ID,datamex_code,Product,PCI.2018,N_PCI.2018,Region,rca_bin,DENSITY,GCI_2018,GP_SINVCR,GCP_2018
2102,168541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes; mounted piezoelectric crystals; parts thereof",0.9852,0.784957068,Morelos,0,1.91,0,1,1.499268
2438,189013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter; parts and accessories thereo",1.1688,0.828992181,Campeche,0,1.91,0,1,1.583375066
2451,189013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter; parts and accessories thereo",1.1688,0.828992181,Morelos,0,1.91,0,1,1.583375066
2500,189025,"Hydrometers and similar floating instruments, thermometers, pyrometers,barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments; parts and accessories thereof",0.987,0.785388785,Campeche,0,1.91,0,1,1.500092579
2513,189025,"Hydrometers and similar floating instruments, thermometers, pyrometers,barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments; parts and accessories thereof",0.987,0.785388785,Morelos,0,1.91,0,1,1.500092579
1262,168417,"Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof",0.7964,0.739674773,Hidalgo,0,1.9,0,1,1.405382069
1572,168474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or molding solid mineral fuels, c",0.2684,0.613037847,Hidalgo,0,1.9,0,1,1.16477191
2099,168541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes; mounted piezoelectric crystals; parts thereof",0.9852,0.784957068,Hidalgo,0,1.9,0,1,1.49141843
2448,189013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter; parts and accessories thereo",1.1688,0.828992181,Hidalgo,0,1.9,0,1,1.575085144
2510,189025,"Hydrometers and similar floating instruments, thermometers, pyrometers,barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments; parts and accessories thereof",0.987,0.785388785,Hidalgo,0,1.9,0,1,1.492238691
336,115603,"Nonwovens, whether or not impregnated, coated, covered or laminated",1.0829,0.808389696,Sinaloa,0,1.89,0,1,1.527856526
534,137009,"Glass mirrors, whether or not framed, including rear-view mirrors",1.3171,0.864560848,Campeche,0,1.89,0,1,1.634020003
1043,168405,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof",0.6341,0.700748309,Hidalgo,0,1.89,0,1,1.324414304
1851,168506,Primary cells and primary batteries; parts thereof,0.4174,0.648774404,Hidalgo,0,1.89,0,1,1.226183624
25,63802,"Activated carbon; activated natural mineral products; animal black, including spent animal black",-0.7221,0.375473689,Sinaloa,0,1.88,0,1,0.705890536
745,157308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge sections, lock gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, sh",0.3654,0.636302586,Tlaxcala,0,1.88,0,1,1.196248861
866,157325,Other cast articles of iron or steel,0.3642,0.636014774,Sinaloa,0,1.88,0,1,1.195707776
1339,168419,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting,",1.5466,0.919604739,Tlaxcala,0,1.88,0,1,1.72885691
2386,189002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted,being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof",1.2455,0.847388113,Hidalgo,0,1.88,0,1,1.593089653
1308,168418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof",0.6296,0.699669017,Tlaxcala,0,1.87,0,1,1.308381062
2709,189032,Automatic regulating or controlling instruments and apparatus; parts and accessories thereof,1.0657,0.804264403,Tabasco,0,1.87,0,1,1.503974433
2748,209405,"Lamps and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere spec",0.5638,0.68388737,Campeche,0,1.87,0,1,1.278869382
2370,189001,"Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",0.7699,0.733318943,Tlaxcala,0,1.86,0,1,1.363973234
1128,168412,"Other engines and motors, and parts thereof",1.2701,0.853288243,Campeche,0,1.85,0,1,1.578583249
1696,168501,Electric motors and generators (excluding generating sets),0.9197,0.769247374,Hidalgo,0,1.85,0,1,1.423107641
2758,209405,"Lamps and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere spec",0.5638,0.68388737,Hidalgo,0,1.85,0,1,1.265191634
966,157612,"Aluminum casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding300 liters, whether or not lined or heat insulated, but no",0.1436,0.583105483,Zacatecas,0,1.84,0,1,1.072914088
1028,168402,Steam or other vapor generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; parts thereof,0.7007,0.71672183,Zacatecas,0,1.84,0,1,1.318768168
1215,168414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof",0.8499,0.752506356,Tlaxcala,0,1.84,0,1,1.384611695
2039,168537,"Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri",0.7145,0.720031659,Michoacan,0,1.84,0,1,1.324858253
2572,189027,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters,refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or",1.6172,0.936537631,Hidalgo,0,1.84,0,1,1.723229242
2762,209405,"Lamps and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere spec",0.5638,0.68388737,Nayarit,0,1.84,0,1,1.258352761
367,115607,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics",-0.5897,0.407228858,Sinaloa,0,1.83,0,1,0.74522881
2267,178712,"Bicycles and other cycles (including delivery tricycles), not motorized:",-0.0113,0.545953854,Oaxaca,0,1.83,0,1,0.999095553
2397,189002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted,being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof",1.2455,0.847388113,Sinaloa,0,1.82,0,1,1.542246366
2048,168537,"Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri",0.7145,0.720031659,Sinaloa,0,1.81,0,1,1.303257303
2323,178716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; and parts thereof",0.6858,0.713148175,Hidalgo,0,1.81,0,1,1.290798196
196,94418,"Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes",0.1066,0.574231304,Durango,0,1.8,0,1,1.033616348
1775,168503,Parts suitable for use solely or principally with the machines of heading8501 or 8502:,0.791,0.738379623,Zacatecas,0,1.8,0,1,1.329083321
2754,209405,"Lamps and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere spec",0.5638,0.68388737,Durango,0,1.8,0,1,1.230997266
49,73909,"Amino-resins, phenolic resins and polyurethanes, in primary forms",1.2493,0.848299516,Nayarit,0,1.79,0,1,1.518456133
513,137008,Multiple-walled insulating units of glass,0.7681,0.732887226,Hidalgo,0,1.79,0,1,1.311868135
2292,178714,Parts and accessories of vehicles of headings 8711 to 8713,0.8366,0.749316448,Hidalgo,0,1.79,0,1,1.341276443
2727,189033,"Parts and accessories (not specified or included elsewhere in this chapter) for machines, appliances, instruments or apparatus of chapter 90",0.9104,0.767016837,Hidalgo,0,1.79,0,1,1.372960138
321,115603,"Nonwovens, whether or not impregnated, coated, covered or laminated",1.0829,0.808389696,Durango,0,1.78,0,1,1.43893366
1153,168412,"Other engines and motors, and parts thereof",1.2701,0.853288243,Tlaxcala,0,1.78,0,1,1.518853072
1494,168462,"Machine tools (including presses) for working metal by forging, hammering or die-stamping; machine tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met",1.6313,0.939919413,Tlaxcala,0,1.78,0,1,1.673056555
2344,189001,"Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",0.7699,0.733318943,Baja California Sur,0,1.78,0,1,1.305307718
2399,189002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted,being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof",1.2455,0.847388113,Tabasco,0,1.78,0,1,1.508350842
2425,189005,"Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof",1.165,0.828080779,Queretaro,0,1.78,0,1,1.473983787
327,115603,"Nonwovens, whether or not impregnated, coated, covered or laminated",1.0829,0.808389696,Michoacan,0,1.77,0,1,1.430849763
919,157610,"Aluminum structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balus",0.4221,0.649901665,Michoacan,0,1.77,0,1,1.150325946
1107,168411,"Turbojets, turbo propellers and other gas turbines, and parts thereof",0.7881,0.737684079,Hidalgo,0,1.77,0,1,1.30570082
1169,168413,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof",1.3073,0.86221039,Hidalgo,0,1.77,0,1,1.52611239
2562,189027,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters,refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or",1.6172,0.936537631,Campeche,0,1.77,0,1,1.657671607
76,73920,"Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials",0.416,0.648438624,Hidalgo,0,1.76,0,1,1.141251979
544,137009,"Glass mirrors, whether or not framed, including rear-view mirrors",1.3171,0.864560848,Hidalgo,0,1.76,0,1,1.521627093
481,136810,"Articles of cement, of concrete or of artificial stone, whether or not reinforced",0.2714,0.613757375,Hidalgo,0,1.75,0,1,1.074075407
2112,168541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes; mounted piezoelectric crystals; parts thereof",0.9852,0.784957068,Tabasco,0,1.75,0,1,1.373674869
2461,189013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter; parts and accessories thereo",1.1688,0.828992181,Tabasco,0,1.75,0,1,1.450736317
2475,189015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders; parts and accessories thereof",-0.0787,0.529788459,Durango,0,1.75,0,1,0.927129803
2523,189025,"Hydrometers and similar floating instruments, thermometers, pyrometers,barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments; parts and accessories thereof",0.987,0.785388785,Tabasco,0,1.75,0,1,1.374430374
2574,189027,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters,refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or",1.6172,0.936537631,Michoacan,0,1.75,0,1,1.638940855
169,74002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 4001 with any product of this heading, in primary forms or in plates, sheets or strip",1.3208,0.865448266,Hidalgo,0,1.74,0,1,1.505879983
408,116305,"Sacks and bags, of a kind used for the packing of goods",-1.7066,0.139348587,Campeche,0,1.74,0,1,0.242466542
876,157326,Other articles of iron or steel,0.9041,0.765505828,Campeche,0,1.74,0,1,1.331980141
1171,168413,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof",1.3073,0.86221039,Michoacan,0,1.74,0,1,1.500246079
2624,189030,"Oscilloscopes, spectrum analyzers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 9028;instruments and apparatus for measuring or detecting alpha, beta, gamma, X-ray, cosmic or other ionizin",1.1716,0.829663741,Campeche,0,1.74,0,1,1.443614909
1289,168418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof",0.6296,0.699669017,Durango,0,1.73,0,1,1.2104274
2410,189005,"Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof",1.165,0.828080779,CDMX,0,1.73,0,1,1.432579748
66,73920,"Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials",0.416,0.648438624,Campeche,0,1.72,0,1,1.115314434
2696,189032,Automatic regulating or controlling instruments and apparatus; parts and accessories thereof,1.0657,0.804264403,Hidalgo,0,1.72,0,1,1.383334772
1469,168462,"Machine tools (including presses) for working metal by forging, hammering or die-stamping; machine tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met",1.6313,0.939919413,Campeche,0,1.71,0,1,1.607262196
1556,168466,"Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for machine tools; tool holders for any type of to",1.4076,0.886266609,Tlaxcala,0,1.71,0,1,1.515515902
1669,168483,"Transmission shafts (including camshafts and crankshafts) and cranks; bearing housings, housed bearings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pul",1.5906,0.930157816,Nayarit,0,1.71,0,1,1.590569866
637,157303,"Tubes, pipes and hollow profiles, of cast iron",-0.2055,0.499376409,Hidalgo,0,1.7,0,1,0.848939895
1056,168405,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof",0.6341,0.700748309,Tabasco,0,1.69,0,1,1.184264642
1149,168412,"Other engines and motors, and parts thereof",1.2701,0.853288243,Sinaloa,0,1.69,0,1,1.442057131
1864,168506,Primary cells and primary batteries; parts thereof,0.4174,0.648774404,Tabasco,0,1.69,0,1,1.096428743
2009,168530,"Electrical signaling, safety or traffic control equipment for railways, streetcar lines, subways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 8608); parts thereof",0.9038,0.765433875,Morelos,0,1.69,0,1,1.293583249
1190,168414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof",0.8499,0.752506356,Campeche,0,1.68,0,1,1.264210678
819,157321,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar nonelectric domestic appliances, and parts thereof, of iron or steel",0.3681,0.636950161,Durango,0,1.67,0,1,1.063706768
109,73921,"Other plates, sheets, film, foil and strip, of plastics",0.739,0.725907804,Michoacan,0,1.66,0,1,1.205006955
571,137019,"Glass fibers (including glass wool) and articles thereof (for example, yarn, woven fabrics)",0.595,0.691370461,Durango,0,1.66,0,1,1.147674965
1512,168465,"Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",1.0371,0.797404902,Michoacan,0,1.66,0,1,1.323692138
2154,178607,Parts of railway or tramway locomotives or rolling stock,0.5885,0.689811484,Aguascalientes,0,1.66,0,1,1.145087063
2541,189026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",1.5438,0.91893318,Hidalgo,0,1.66,0,1,1.525429079
519,137008,Multiple-walled insulating units of glass,0.7681,0.732887226,Oaxaca,0,1.64,0,1,1.201935051
1184,168413,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof",1.3073,0.86221039,Tlaxcala,0,1.64,0,1,1.41402504
1545,168466,"Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for machine tools; tool holders for any type of to",1.4076,0.886266609,Nayarit,0,1.64,0,1,1.453477239
2298,178714,Parts and accessories of vehicles of headings 8711 to 8713,0.8366,0.749316448,Oaxaca,0,1.64,0,1,1.228878975
2531,189026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",1.5438,0.91893318,Campeche,0,1.64,0,1,1.507050415
2733,189033,"Parts and accessories (not specified or included elsewhere in this chapter) for machines, appliances, instruments or apparatus of chapter 90",0.9104,0.767016837,Oaxaca,0,1.64,0,1,1.257907613
418,116305,"Sacks and bags, of a kind used for the packing of goods",-1.7066,0.139348587,Hidalgo,0,1.63,0,1,0.227138197
2592,189028,"Gas, liquid or electricity supply or production meters, including calibrating meters thereof; parts and accessories thereof",-0.0506,0.536528038,Baja California Sur,0,1.63,0,1,0.874540701
701,157306,"Other tubes, pipes and hollow profiles (for example, open seamed or welded, riveted or similarly closed), of iron or steel",-0.3253,0.470643258,Michoacan,0,1.62,0,1,0.762442078
751,157309,"Tanks etc, over 300 liter capacity, iron or steel",0.1877,0.593682544,Campeche,0,1.62,0,1,0.961765722
1180,168413,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof",1.3073,0.86221039,Sinaloa,0,1.62,0,1,1.396780832
2655,189031,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this chapter; profile projectors; parts and accessories thereof",1.8193,0.985009834,Campeche,0,1.62,0,1,1.59571593
559,137009,"Glass mirrors, whether or not framed, including rear-view mirrors",1.3171,0.864560848,Tlaxcala,0,1.61,0,1,1.391942965
1221,168415,"Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof",0.4537,0.657480693,Campeche,0,1.61,0,1,1.058543915
2492,189015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders; parts and accessories thereof",-0.0787,0.529788459,Tabasco,0,1.61,0,1,0.852959419
60,73909,"Amino-resins, phenolic resins and polyurethanes, in primary forms",1.2493,0.848299516,Tlaxcala,0,1.6,0,1,1.357279225
127,73925,"Builders' ware of plastics, not elsewhere specified or included",0.2038,0.597544011,Baja California Sur,0,1.6,0,1,0.956070418
165,74002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 4001 with any product of this heading, in primary forms or in plates, sheets or strip",1.3208,0.865448266,Durango,0,1.6,0,1,1.384717226
526,137008,Multiple-walled insulating units of glass,0.7681,0.732887226,Tabasco,0,1.6,0,1,1.172619562
1649,168481,"Taps, cocks, valves and similar appliances, for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves; parts thereof",1.7469,0.967645225,Tlaxcala,0,1.6,0,1,1.54823236
2305,178714,Parts and accessories of vehicles of headings 8711 to 8713,0.8366,0.749316448,Tabasco,0,1.6,0,1,1.198906317
2740,189033,"Parts and accessories (not specified or included elsewhere in this chapter) for machines, appliances, instruments or apparatus of chapter 90",0.9104,0.767016837,Tabasco,0,1.6,0,1,1.227226939
107,73921,"Other plates, sheets, film, foil and strip, of plastics",0.739,0.725907804,Hidalgo,0,1.59,0,1,1.154193409
190,94418,"Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes",0.1066,0.574231304,Campeche,0,1.59,0,1,0.913027774
928,157610,"Aluminum structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balus",0.4221,0.649901665,Sinaloa,0,1.59,0,1,1.033343647
1065,168409,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,1.1569,0.826138053,Campeche,0,1.59,0,1,1.313559505
1277,168417,"Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof",0.7964,0.739674773,Tlaxcala,0,1.59,0,1,1.17608289
1407,168428,"Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics)",1.0619,0.803353,Campeche,0,1.59,0,1,1.277331271
1587,168474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or molding solid mineral fuels, c",0.2684,0.613037847,Tlaxcala,0,1.59,0,1,0.974730177
2130,168543,"Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter; parts thereof",1.3764,0.878783518,Hidalgo,0,1.59,0,1,1.397265794
503,137008,Multiple-walled insulating units of glass,0.7681,0.732887226,Campeche,0,1.58,0,1,1.157961817
1500,168465,"Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",1.0371,0.797404902,Campeche,0,1.58,0,1,1.259899746
1516,168465,"Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",1.0371,0.797404902,Oaxaca,0,1.58,0,1,1.259899746
2282,178714,Parts and accessories of vehicles of headings 8711 to 8713,0.8366,0.749316448,Campeche,0,1.58,0,1,1.183919988
2717,189033,"Parts and accessories (not specified or included elsewhere in this chapter) for machines, appliances, instruments or apparatus of chapter 90",0.9104,0.767016837,Campeche,0,1.58,0,1,1.211886602
10,63802,"Activated carbon; activated natural mineral products; animal black, including spent animal black",-0.7221,0.375473689,Durango,0,1.57,0,1,0.589493692
851,157325,Other cast articles of iron or steel,0.3642,0.636014774,Durango,0,1.57,0,1,0.998543196
1413,168428,"Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics)",1.0619,0.803353,Durango,0,1.57,0,1,1.261264211
2638,189030,"Oscilloscopes, spectrum analyzers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 9028;instruments and apparatus for measuring or detecting alpha, beta, gamma, X-ray, cosmic or other ionizin",1.1716,0.829663741,Nayarit,0,1.57,0,1,1.302572073
2654,189031,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this chapter; profile projectors; parts and accessories thereof",1.8193,0.985009834,Baja California Sur,0,1.57,0,1,1.546465439
1060,168405,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof",0.6341,0.700748309,Zacatecas,0,1.56,0,1,1.093167362
1868,168506,Primary cells and primary batteries; parts thereof,0.4174,0.648774404,Zacatecas,0,1.56,0,1,1.01208807
2120,168543,"Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter; parts thereof",1.3764,0.878783518,Campeche,0,1.56,0,1,1.370902288
2607,189028,"Gas, liquid or electricity supply or production meters, including calibrating meters thereof; parts and accessories thereof",-0.0506,0.536528038,Nayarit,0,1.56,0,1,0.836983739
253,115305,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibers (including yarn waste and garnetted stock)",-2.2876,0,Chiapas,0,1.55,0,1,0
284,115305,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibers,not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibers (including yarn waste and garnetted stock)",-1.7099,0.138557107,Chiapas,0,1.55,0,1,0.214763515
373,115607,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics",-0.5897,0.407228858,Zacatecas,0,1.55,0,1,0.63120473
1438,168429,"Self-propelled bulldozers, angledozers, graders, levelers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers",0.7588,0.730656689,Campeche,0,1.55,0,1,1.132517868
1964,168516,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electrothermic hairdressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; elect",0.5367,0.677387634,Baja California Sur,0,1.55,0,1,1.049950832
2054,168537,"Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri",0.7145,0.720031659,Zacatecas,0,1.55,0,1,1.116049072
622,157302,"Railway or tramway track construction material of iron or steel, the following rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (b",0.5535,0.68141699,Yucatan,0,1.54,0,1,1.049382165
1760,168503,Parts suitable for use solely or principally with the machines of heading8501 or 8502:,0.791,0.738379623,Michoacan,0,1.54,0,1,1.137104619
1900,168509,"Electromechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508; parts thereof",0.7443,0.727178971,Aguascalientes,0,1.54,0,1,1.119855615
2215,178702,"Motor vehicles for the transport of ten or more persons, including the driver",0.3286,0.627476375,Yucatan,0,1.54,0,1,0.966313618
2246,178703,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702),including station wagons and racing cars",1.0504,0.80059481,Yucatan,0,1.54,0,1,1.232916007
186,74002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 4001 with any product of this heading, in primary forms or in plates, sheets or strip",1.3208,0.865448266,Zacatecas,0,1.53,0,1,1.324135847
690,157306,"Other tubes, pipes and hollow profiles (for example, open seamed or welded, riveted or similarly closed), of iron or steel",-0.3253,0.470643258,Chiapas,0,1.53,0,1,0.720084185
813,157321,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar nonelectric domestic appliances, and parts thereof, of iron or steel",0.3681,0.636950161,Campeche,0,1.53,0,1,0.974533746
1033,168405,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof",0.6341,0.700748309,Campeche,0,1.53,0,1,1.072144913
1304,168418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof",0.6296,0.699669017,Sinaloa,0,1.53,0,1,1.070493596
1841,168506,Primary cells and primary batteries; parts thereof,0.4174,0.648774404,Campeche,0,1.53,0,1,0.992624838
2072,168539,"Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; parts thereof",1.0025,0.789106346,Nayarit,0,1.53,0,1,1.20733271
509,137008,Multiple-walled insulating units of glass,0.7681,0.732887226,Durango,0,1.52,0,1,1.113988583
1293,168418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof",0.6296,0.699669017,Hidalgo,0,1.52,0,1,1.063496906
